26.235505 26.041496 26.37029 90.0 90.0 90.0 0.589314319068511 0.4559834154340449 0.506076228801573 0.49358301690502576 0.6020253796159879 0.48241537214392954 0.41351709054174635 0.5069594713200581 0.5926911653835086 0.4676265490675998 0.5132993997193682 0.4322514976588548 0.5059208069193002 0.39914977590422995 0.4975168024564334 0.47034320849442707 0.4248874435153883 0.5875017185453896 0.4645085472180871 0.592620165389394 0.5773364644122098 0.4051211793279146 0.5558506332260729 0.5038800202842647 0.4151626733944618 0.4513123174970008 0.5041841296397552 0.5024067878913248 0.5067590379396204 0.5318030753285494 0.5670365626808878 0.5387021222650713 0.4535527972053007 0.545606371787877 0.4461390396145945 0.4154150414751057 0.4493954741239669 0.4141742347264309 0.4153757245865904|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2106188482444793
26.235505 26.041496 26.37029 90.0 90.0 90.0 0.589314319068511 0.4559834154340449 0.506076228801573 0.49358301690502576 0.6020253796159879 0.48241537214392954 0.41351709054174635 0.5069594713200581 0.5926911653835086 0.4676265490675998 0.5132993997193682 0.4322514976588548 0.5059208069193002 0.39914977590422995 0.4975168024564334 0.47034320849442707 0.4248874435153883 0.5875017185453896 0.4645085472180871 0.592620165389394 0.5773364644122098 0.4051211793279146 0.5558506332260729 0.5038800202842647 0.4151626733944618 0.4513123174970008 0.5041841296397552 0.5024067878913248 0.5067590379396204 0.5318030753285494 0.5670365626808878 0.5387021222650713 0.4535527972053007 0.545606371787877 0.4461390396145945 0.4154150414751057 0.4493954741239669 0.4141742347264309 0.4153757245865904|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2106188482444793
26.31641 26.108646 26.213017 90.0 90.0 90.0 0.6225773360982999 0.5100336701047082 0.5322213393476107 0.40237172935547855 0.4704361023275367 0.5305790801859377 0.4659784018504014 0.5356804041090439 0.47847813937528844 0.47861036585648237 0.46998520552809575 0.596652582429494 0.5677092590717304 0.5550515514722606 0.46207075923594565 0.5315372508473265 0.3902444387969556 0.4397454855044473 0.6112390172941187 0.4608855895558558 0.44357968340005066 0.4653537541097028 0.38964544408440677 0.5279408730270623 0.4337065634109105 0.5570486875161714 0.5730371063576076 0.5340949505486063 0.46264411630124236 0.5106464702607523 0.5222187954780396 0.48571578645068947 0.402033506504336 0.44210476940415755 0.4383893334917726 0.44237398081358453 0.5335652357047691 0.5539192829075842 0.5606410889303451|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2158396088490973
26.331562 26.188213 26.196524 90.0 90.0 90.0 0.4849666555929228 0.5664145904275357 0.6017867739139421 0.5416589770647565 0.4029489639373078 0.4120327842666593 0.5963346029321792 0.47161265131241015 0.4616697342772626 0.40273264002089837 0.5221424320399537 0.562091412210195 0.5020715237249415 0.49633095676694056 0.4241869841353296 0.55580826307381 0.5166743776057342 0.5469115537217507 0.4049542840959994 0.4986133766272553 0.46183128532617035 0.4438196204352495 0.4091057485320281 0.43347839336545196 0.5132455981187803 0.42968656465834965 0.507063655166146 0.47978554324229855 0.46637293323702084 0.5976851019331182 0.4132065181393907 0.42485067080105654 0.5310164769124084 0.47490992030496676 0.5630232703377546 0.5008686779156912 0.5674008415571965 0.5674338883454721 0.459377319547887|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.205900266059005
26.459544 26.056189 26.054146 90.0 90.0 90.0 0.4405948926388216 0.4254962086472822 0.5468365697711429 0.4720251452447194 0.4423379140685682 0.4519693283640557 0.47748184463233206 0.5369742892882569 0.41450283632856333 0.5330810349365731 0.5499998144345077 0.5225787387591644 0.5991619030675825 0.49885302497483713 0.581469306635767 0.4695848767941353 0.6147441186898468 0.476586702119026 0.6309715528393485 0.5495019464190782 0.4943154105302416 0.5596815793352937 0.5940509119313602 0.43323376063991303 0.565597844699752 0.48896497918614984 0.4401915571763617 0.43634896427896036 0.520688472836601 0.5103932636137432 0.4945036042824079 0.49250608754845504 0.5980299968775077 0.540524482812676 0.4336406497611668 0.5277186331086431 0.6374521684854565 0.44961313182922424 0.5021738960758718|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2066468330411104
26.446369 25.909722 26.231347 90.0 90.0 90.0 0.5066953058457193 0.6201078076614978 0.5359948904419829 0.5672842803935342 0.5738658729167254 0.4670456050409801 0.4684839621367121 0.5301814341733427 0.5626995868653984 0.5214168661540465 0.51667962001001 0.3918766886435141 0.6053398073959448 0.430219922914895 0.5023737031774892 0.5175431768297133 0.4805367542334348 0.4879028762676786 0.5357246286005864 0.4489187217484211 0.5831941287556194 0.4643169407048335 0.5656711590141402 0.4636666490130001 0.6326053735633572 0.4677303421100807 0.5926003993457567 0.6165631618945739 0.49478295908398773 0.4195512989701174 0.551447893670673 0.4197999798272471 0.41335267513052165 0.6497336633845119 0.5243777373239066 0.5105391086447834 0.5689913105968232 0.5456588333921198 0.5692022562750124|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2066468577824128
26.464244 25.935894 26.294321 90.0 90.0 90.0 0.5745681672650844 0.4651823297677973 0.3971606823717341 0.3968281279364613 0.4955333261124633 0.5699816285691686 0.5278385721814222 0.4940147917589469 0.48217143005356666 0.5209302745772425 0.3911820677915137 0.4470671324831347 0.5490350437685736 0.5765053518512342 0.537790082421553 0.6110212283994282 0.42600054143887467 0.4839924063421463 0.6212973605866249 0.5287402754733213 0.47346905984074766 0.5300509587867664 0.4095510462285825 0.5474376972853494 0.44179339567799686 0.44210226280788884 0.4991151318030713 0.49496944782906427 0.5001123263317843 0.5848803868716501 0.596228076214676 0.4894831815226552 0.5645370423829246 0.4495181550560129 0.5534519201077086 0.5103310572432742 0.4723360615351775 0.46627245118456107 0.40206616725411487|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.20349120984588
26.611325 25.858579 26.231456 90.0 90.0 90.0 0.48523262275212303 0.44592049462721134 0.6146246774626126 0.5441658945523314 0.3796592580677282 0.44742637510271854 0.44938905992935974 0.40179204097086907 0.4462880876626046 0.43005918527443066 0.5000300754630254 0.46746939268161386 0.5199765630642853 0.454456894158854 0.5174201382560898 0.6092927585347196 0.4543797506193234 0.44914998768819586 0.5846244778956233 0.5505464398342323 0.426159485703964 0.5109070063403585 0.5578736264808344 0.49488966754717423 0.44104811863889376 0.5241568211710017 0.565996891197408 0.42167793956891003 0.4256367453745282 0.5403526811907683 0.53643409775055 0.5302952522356494 0.5939327006755225 0.5153742585116077 0.47649145803427906 0.41480278754578337 0.6043242715728626 0.5246217751340934 0.5214870129190382|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.209635898677995
26.571641 25.750401 26.373989 90.0 90.0 90.0 0.5764303639835173 0.5213959987470292 0.5396913102951685 0.4827698382514446 0.5129315074039574 0.3693260216325171 0.5625182560327442 0.4267998605476243 0.57894827801243 0.4853299746074489 0.5683396431895252 0.5317394437460987 0.5519440653683875 0.4532054601948186 0.4103042064159327 0.4311130224428429 0.517365053802885 0.4569369738134767 0.41507785506782335 0.4996949311953754 0.5594183279268691 0.46311847987782395 0.4105434486459178 0.584173558298998 0.4071500553461945 0.41902682192937896 0.49872197129818696 0.5359807211363024 0.5471087220417484 0.44746657430445286 0.5034407037676408 0.4588960171887592 0.5019851010875684 0.5040180173312517 0.5028839171469516 0.6092018820661326 0.4565767633398624 0.42471326166458856 0.4120864458925321|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.214077074503188
26.661462 25.87631 26.40855 90.0 90.0 90.0 0.3907242320252253 0.4911815592034244 0.4982824529050252 0.43351951997389093 0.4085490706142705 0.5372274220659189 0.5235545589993144 0.5929141437575904 0.4804572381894142 0.4502973192977899 0.541064755018904 0.4320195011757312 0.4350481449353748 0.5795650364260113 0.5271692148736921 0.5193537513122949 0.5620631298730563 0.5789480187421133 0.5017060151339713 0.48461093651030124 0.5129749083686942 0.5916859809904902 0.4379535636642396 0.4788900090134462 0.514305775819373 0.37868733280982475 0.4892330051508225 0.43675122443453174 0.49876377734115246 0.5900155895345589 0.45334570718414785 0.43713432475674735 0.4357226372892286 0.5455972979129565 0.5077798750900223 0.42334827702668465 0.5943169430286255 0.5317502285293919 0.5157117635311936|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.216264160540479
